,state,gender,customer_lifetime_value,number_of_open_complaints,response,coverage,education,effective_to_date,employmentstatus,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,region_mapped,month,date
1234,California,M,8595.726399,0.0,No,Basic,College,2011-01-20,Employed,76763.0,Rural,Divorced,108,12.0,87,8,Personal Auto,Personal L3,Offer2,Web,186.459607,SUV,Small,A,west_region,January,2011-01-20
1235,Oregon,F,5476.527832,0.0,No,Basic,Master,2011-02-06,Employed,52218.0,Rural,Married,68,11.0,85,8,Corporate Auto,Corporate L3,Offer2,Call Center,33.781673,Four-Door Car,Medsize,0,north_west,February,2011-02-06
1236,0,F,4001.519098,0.0,0,Premium,High School or Below,2011-02-02,Retired,19782.0,Suburban,Divorced,108,13.0,66,1,Personal Auto,Personal L3,Offer3,Web,773.470977,Two-Door Car,Medsize,A,0,February,2011-02-02
1237,Arizona,M,2454.58354,1.0,No,Basic,College,2011-02-28,Employed,23158.0,Suburban,Married,63,4.0,6,1,Personal Auto,Personal L2,Offer4,Call Center,322.294043,Four-Door Car,Small,0,central,February,2011-02-28
1238,California,M,3451.25106,0.0,No,Extended,High School or Below,2011-02-18,Employed,45609.0,Urban,Married,87,4.0,30,1,Corporate Auto,Corporate L2,Offer4,Agent,246.515921,Two-Door Car,Medsize,A,west_region,February,2011-02-18
1239,Arizona,F,9837.507586,0.0,No,Extended,High School or Below,2011-02-16,Employed,55099.0,Rural,Divorced,122,15.0,86,3,Corporate Auto,Corporate L3,Offer2,Branch,260.265417,Sports Car,Medsize,A,central,February,2011-02-16
1240,Nevada,M,8591.305411,0.0,No,Extended,Bachelor,2011-01-15,Unemployed,0.0,Suburban,Single,128,4.0,24,6,Corporate Auto,Corporate L2,Offer1,Branch,1448.994134,SUV,Medsize,A,central,January,2011-01-15
1241,Arizona,F,5427.484591,1.0,No,Basic,High School or Below,2011-02-01,Employed,74561.0,Urban,Married,68,0.0,23,5,Personal Auto,Personal L3,Offer3,Web,234.393625,Two-Door Car,Medsize,A,central,February,2011-02-01
1242,Washington,F,2442.212317,0.0,No,Basic,College,2011-02-12,Unemployed,0.0,Suburban,Single,69,7.0,10,1,Corporate Auto,Corporate L1,Offer1,Branch,331.2,Four-Door Car,Large,A,east,February,2011-02-12
1243,Nevada,F,4945.072236,0.0,No,Basic,High School or Below,2011-01-30,Employed,78796.0,Suburban,Divorced,61,15.0,3,3,Personal Auto,Personal L2,Offer2,Call Center,292.8,Two-Door Car,Medsize,A,central,January,2011-01-30
1244,California,F,8355.774443,0.0,No,Basic,College,2011-01-21,Employed,64502.0,Rural,Married,70,22.0,49,2,Personal Auto,Personal L3,Offer2,Call Center,39.336222,Two-Door Car,Medsize,A,west_region,January,2011-01-21
1245,California,F,2841.443088,0.0,No,Basic,Bachelor,2011-01-07,Employed,30473.0,Suburban,Married,72,20.0,35,1,Corporate Auto,Corporate L1,Offer4,Call Center,450.080101,Four-Door Car,Medsize,A,west_region,January,2011-01-07
1246,Nevada,F,2674.07551,0.0,No,Basic,Master,2011-01-06,Employed,68787.0,Rural,Married,66,7.0,64,1,Personal Auto,Personal L3,Offer4,Call Center,105.379402,Four-Door Car,Medsize,A,central,January,2011-01-06
1247,California,M,22332.43946,0.0,Yes,Extended,College,2011-01-11,Employed,49078.0,Suburban,Single,97,10.0,3,2,Corporate Auto,Corporate L3,Offer2,Branch,484.013411,Four-Door Car,Medsize,0,west_region,January,2011-01-11
1248,Arizona,M,26453.93512,0.0,No,Extended,College,2011-02-12,Employed,42961.0,Suburban,Married,83,24.0,16,2,Personal Auto,Personal L2,Offer2,Web,398.4,Four-Door Car,Medsize,A,central,February,2011-02-12
1249,Oregon,F,15000.84238,1.0,No,Extended,High School or Below,2011-01-06,Employed,62473.0,Suburban,Divorced,76,6.0,70,2,Personal Auto,Personal L3,Offer1,Branch,507.560729,Four-Door Car,Small,0,north_west,January,2011-01-06
1250,California,M,2810.464447,0.0,Yes,Basic,Bachelor,2011-02-27,Employed,26790.0,Suburban,Married,71,4.0,41,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize,0,west_region,February,2011-02-27
1251,California,F,4815.009736,0.0,No,Basic,Bachelor,2011-01-16,Disabled,25398.0,Suburban,Divorced,64,30.0,80,6,Corporate Auto,Corporate L3,Offer2,Agent,307.2,Four-Door Car,Medsize,0,west_region,January,2011-01-16
1252,Oregon,M,6347.497519,0.0,No,Extended,Bachelor,2011-02-06,Employed,42259.0,Suburban,Married,81,1.0,15,3,Personal Auto,Personal L2,Offer2,Call Center,529.502964,Two-Door Car,Small,0,north_west,February,2011-02-06
1253,California,F,4140.648654,2.0,No,Extended,College,2011-01-17,Unemployed,0.0,Suburban,Divorced,123,5.0,35,1,Corporate Auto,Corporate L3,Offer1,Branch,590.4,SUV,Medsize,0,west_region,January,2011-01-17
1254,Oregon,F,3746.751625,1.0,Yes,Extended,College,2011-02-26,Employed,41479.0,Rural,Married,94,14.0,38,1,Personal Auto,Personal L2,Offer2,Call Center,19.575683,Two-Door Car,Large,0,north_west,February,2011-02-26
1255,0,F,4853.534204,0.0,0,Basic,Bachelor,2011-01-20,Unemployed,0.0,Suburban,Single,65,24.0,53,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medsize,0,0,January,2011-01-20
1256,Nevada,M,3702.63121,0.0,No,Extended,Doctor,2011-01-17,Employed,33738.0,Suburban,Single,95,13.0,97,1,Personal Auto,Personal L1,Offer2,Agent,541.755353,Two-Door Car,Medsize,A,central,January,2011-01-17
1257,Oregon,M,5130.823951,0.0,No,Basic,Master,2011-01-14,Disabled,12940.0,Urban,Divorced,68,7.0,36,3,Personal Auto,Personal L3,Offer1,Agent,268.1726,Two-Door Car,Large,A,north_west,January,2011-01-14
1258,Arizona,F,2483.642397,0.0,No,Basic,College,2011-02-28,Employed,50632.0,Rural,Married,62,26.0,42,1,Corporate Auto,Corporate L2,Offer3,Agent,54.961039,Two-Door Car,Medsize,A,central,February,2011-02-28
1259,0,F,6121.107929,0.0,0,Extended,College,2011-01-17,Employed,26787.0,Suburban,Married,77,7.0,50,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize,A,0,January,2011-01-17
1260,California,M,8044.73072,0.0,No,Basic,Master,2011-01-25,Employed,44320.0,Suburban,Married,67,13.0,79,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,A,west_region,January,2011-01-25
1261,Arizona,F,10388.55323,0.0,No,Extended,Bachelor,2011-01-11,Employed,61222.0,Urban,Single,89,20.0,55,2,Special Auto,Special L3,Offer3,Branch,392.604371,0,0,0,central,January,2011-01-11
1262,Nevada,M,6288.156817,0.0,No,Extended,High School or Below,2011-01-21,Unemployed,0.0,Suburban,Married,84,14.0,66,3,Special Auto,Special L2,Offer4,Web,403.2,Two-Door Car,Medsize,A,central,January,2011-01-21
1263,Arizona,M,6686.128629,0.0,No,Extended,High School or Below,2011-02-04,Employed,22244.0,Rural,Married,84,6.0,59,9,Personal Auto,Personal L3,Offer3,Web,114.815893,Four-Door Car,Medsize,0,central,February,2011-02-04
1264,0,F,7540.390159,0.0,0,Basic,Bachelor,2011-01-24,Unemployed,0.0,Suburban,Single,68,24.0,42,2,Personal Auto,Personal L1,Offer1,Branch,519.757811,Two-Door Car,Small,0,0,January,2011-01-24
1265,Arizona,F,8716.368952,0.0,No,Basic,Bachelor,2011-02-14,Employed,28743.0,Suburban,Single,112,9.0,13,3,Personal Auto,Personal L3,Offer3,Call Center,537.6,SUV,Medsize,0,central,February,2011-02-14
1266,Arizona,F,10382.38098,0.0,No,Extended,Master,2011-02-19,Employed,32821.0,Rural,Married,129,35.0,40,4,Personal Auto,Personal L3,Offer1,Branch,25.89566,SUV,Large,A,central,February,2011-02-19
1267,Oregon,M,2491.317024,0.0,Yes,Basic,Doctor,2011-01-29,Employed,36631.0,Rural,Divorced,62,30.0,77,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,A,north_west,January,2011-01-29
1268,Arizona,F,25830.90982,1.0,No,Basic,Bachelor,2011-01-31,Employed,73760.0,Rural,Married,107,16.0,3,2,Personal Auto,Personal L2,Offer3,Web,230.245772,Sports Car,Medsize,0,central,January,2011-01-31
1269,Arizona,F,5421.04863,0.0,No,Basic,Master,2011-01-05,Disabled,29981.0,Suburban,Divorced,71,4.0,9,3,Corporate Auto,Corporate L3,Offer1,Agent,340.8,Two-Door Car,Medsize,A,central,January,2011-01-05
1270,California,M,21172.38983,0.0,No,Extended,High School or Below,2011-01-04,Unemployed,0.0,Suburban,Married,82,24.0,86,2,Personal Auto,Personal L2,Offer2,Branch,588.269018,Four-Door Car,Medsize,0,west_region,January,2011-01-04
1271,Oregon,F,2563.582441,0.0,No,Basic,High School or Below,2011-01-02,Unemployed,0.0,Suburban,Married,69,11.0,60,1,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Small,A,north_west,January,2011-01-02
1272,Oregon,M,4863.266809,0.0,No,Basic,Bachelor,2011-01-20,Unemployed,0.0,Suburban,Single,70,3.0,35,5,Corporate Auto,Corporate L3,Offer2,Agent,646.785442,Four-Door Car,Small,0,north_west,January,2011-01-20
1273,California,F,5745.95924,0.0,No,Basic,Bachelor,2011-02-09,Employed,51335.0,Rural,Married,71,17.0,88,9,Personal Auto,Personal L3,Offer1,Branch,171.685669,Four-Door Car,Medsize,A,west_region,February,2011-02-09
1274,California,M,3873.647046,0.0,Yes,Basic,College,2011-01-20,Retired,28142.0,Suburban,Married,105,18.0,50,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,0,west_region,January,2011-01-20
1275,California,M,7444.939419,0.0,No,Premium,Bachelor,2011-02-13,Unemployed,0.0,Suburban,Single,114,21.0,41,4,Personal Auto,Personal L2,Offer1,Branch,863.861736,Four-Door Car,Medsize,A,west_region,February,2011-02-13
1276,Arizona,F,25807.063,1.0,Yes,Extended,College,2011-02-13,Employed,71210.0,Suburban,Married,214,8.0,89,2,Corporate Auto,Corporate L3,Offer1,Branch,1027.2,Luxury Car,Small,0,central,February,2011-02-13
1277,California,M,7957.630101,0.0,No,Basic,High School or Below,2011-01-19,Employed,51125.0,Suburban,Divorced,67,3.0,67,2,Personal Auto,Personal L3,Offer1,Agent,430.29174,Four-Door Car,Medsize,A,west_region,January,2011-01-19
1278,California,F,18321.24471,0.0,No,Basic,College,2011-02-16,Employed,76726.0,Rural,Married,65,27.0,26,2,Personal Auto,Personal L2,Offer2,Branch,10.36741,0,0,0,west_region,February,2011-02-16
1279,Oregon,M,4105.580991,0.0,No,Basic,Bachelor,2011-02-26,Employed,39492.0,Suburban,Married,105,20.0,81,1,Personal Auto,Personal L3,Offer2,Agent,756.0,SUV,Medsize,0,north_west,February,2011-02-26
1280,California,F,8742.472473,0.0,No,Basic,High School or Below,2011-01-02,Employed,37224.0,Suburban,Divorced,74,8.0,23,2,Personal Auto,Personal L2,Offer3,Agent,355.2,0,0,0,west_region,January,2011-01-02
1281,Oregon,M,5392.499539,0.0,No,Basic,Doctor,2011-01-28,Unemployed,0.0,Urban,Married,74,19.0,8,8,Corporate Auto,Corporate L3,Offer4,Agent,317.109447,Two-Door Car,Medsize,A,north_west,January,2011-01-28
1282,California,M,12280.76661,0.0,Yes,Premium,College,2011-01-01,Employed,88340.0,Suburban,Married,102,16.0,1,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Two-Door Car,Medsize,0,west_region,January,2011-01-01
1283,California,F,41787.90343,2.0,Yes,Premium,High School or Below,2011-01-31,Employed,46587.0,Suburban,Divorced,119,34.0,74,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,0,0,0,west_region,January,2011-01-31
1284,0,F,7153.208425,0.0,0,Extended,Bachelor,2011-02-23,Employed,32238.0,Suburban,Divorced,91,15.0,80,4,Personal Auto,Personal L3,Offer3,Branch,439.781453,Four-Door Car,Medsize,0,0,February,2011-02-23
1285,Oregon,F,4118.588554,0.0,Yes,Premium,Bachelor,2011-01-28,Employed,69379.0,Suburban,Single,103,14.0,79,1,Corporate Auto,Corporate L3,Offer1,Branch,494.4,Two-Door Car,Medsize,0,north_west,January,2011-01-28
1286,Arizona,M,7854.960831,1.0,No,Basic,College,2011-01-16,Employed,25378.0,Suburban,Married,66,22.0,32,2,Personal Auto,Personal L2,Offer1,Agent,419.464143,Four-Door Car,Medsize,A,central,January,2011-01-16
1287,California,M,4330.38602,0.0,Yes,Premium,College,2011-02-16,Employed,60475.0,Suburban,Married,107,9.0,18,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,0,west_region,February,2011-02-16
1288,Nevada,M,4041.241758,1.0,No,Basic,Bachelor,2011-01-18,Employed,23818.0,Suburban,Married,104,6.0,1,1,Personal Auto,Personal L2,Offer2,Branch,499.2,SUV,Medsize,0,central,January,2011-01-18
1289,Nevada,F,5741.696078,0.0,No,Basic,Master,2011-02-08,Employed,45820.0,Urban,Married,71,4.0,89,8,Corporate Auto,Corporate L1,Offer1,Branch,249.742856,Four-Door Car,Medsize,A,central,February,2011-02-08
1290,Nevada,M,3436.134281,0.0,Yes,Extended,Doctor,2011-02-18,Employed,30817.0,Rural,Divorced,88,25.0,43,1,Personal Auto,Personal L2,Offer2,Branch,91.834668,Four-Door Car,Medsize,0,central,February,2011-02-18
1291,Washington,F,4883.335068,0.0,No,Extended,College,2011-02-14,Employed,40171.0,Urban,Married,123,13.0,23,1,Personal Auto,Personal L1,Offer2,Call Center,576.880144,SUV,Medsize,0,east,February,2011-02-14
1292,Nevada,M,2389.774148,5.0,No,Basic,College,2011-01-11,Employed,58652.0,Suburban,Married,64,14.0,75,1,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,0,central,January,2011-01-11
1293,Arizona,F,1898.683686,5.0,No,Basic,College,2011-01-08,Unemployed,0.0,Suburban,Single,70,17.0,20,1,Personal Auto,Personal L3,Offer3,Agent,702.020904,Two-Door Car,Small,0,central,January,2011-01-08
1294,California,M,12067.45599,0.0,No,Basic,College,2011-01-02,Unemployed,0.0,Suburban,Single,116,14.0,35,2,Personal Auto,Personal L2,Offer1,Agent,1284.093173,SUV,Medsize,A,west_region,January,2011-01-02
1295,0,F,5761.317533,0.0,0,Basic,College,2011-01-17,Employed,83392.0,Rural,Married,71,30.0,80,3,Personal Auto,Personal L3,Offer2,Web,125.961938,Four-Door Car,Medsize,A,0,January,2011-01-17
1296,Oregon,M,3893.305281,0.0,No,Basic,College,2011-01-21,Employed,26605.0,Suburban,Married,100,33.0,13,1,Personal Auto,Personal L1,Offer3,Call Center,933.330936,SUV,Medsize,A,north_west,January,2011-01-21
1297,Oregon,F,2827.55957,0.0,No,Extended,College,2011-02-18,Unemployed,0.0,Suburban,Single,79,30.0,25,1,Special Auto,Special L2,Offer3,Branch,568.8,Four-Door Car,Medsize,0,north_west,February,2011-02-18
1298,Oregon,M,11700.6441,0.0,No,Premium,High School or Below,2011-02-04,Unemployed,0.0,Suburban,Single,169,7.0,64,3,Personal Auto,Personal L2,Offer4,Branch,1312.201307,Sports Car,Medsize,0,north_west,February,2011-02-04
1299,California,M,2620.392335,0.0,No,Basic,College,2011-01-28,Employed,24721.0,Rural,Married,67,3.0,76,1,Personal Auto,Personal L2,Offer2,Branch,139.963594,Four-Door Car,Medsize,0,west_region,January,2011-01-28
1300,California,M,2821.448707,0.0,No,Extended,College,2011-01-02,Unemployed,0.0,Suburban,Single,81,21.0,78,1,Personal Auto,Personal L1,Offer3,Call Center,583.2,Four-Door Car,Medsize,A,west_region,January,2011-01-02
1301,California,F,4949.389491,0.0,No,Extended,Bachelor,2011-02-06,Unemployed,0.0,Suburban,Single,134,15.0,3,1,Corporate Auto,Corporate L1,Offer2,Branch,964.8,Sports Car,Small,A,west_region,February,2011-02-06
1302,Nevada,F,5220.280968,0.0,No,Basic,Doctor,2011-02-14,Unemployed,0.0,Suburban,Married,69,23.0,13,7,Personal Auto,Personal L3,Offer4,Agent,331.2,Four-Door Car,Small,0,central,February,2011-02-14
1303,Washington,F,12282.84085,0.0,No,Premium,Bachelor,2011-01-19,Employed,36328.0,Rural,Married,155,6.0,21,4,Corporate Auto,Corporate L2,Offer1,Agent,388.148089,SUV,Medsize,0,east,January,2011-01-19
1304,California,M,4467.705159,0.0,No,Basic,College,2011-01-21,Unemployed,0.0,Suburban,Single,64,10.0,34,4,Corporate Auto,Corporate L3,Offer3,Call Center,307.2,0,0,A,west_region,January,2011-01-21
1305,Oregon,M,4108.257228,0.0,No,Basic,High School or Below,2011-01-17,Unemployed,0.0,Suburban,Single,114,7.0,90,1,Personal Auto,Personal L3,Offer1,Web,820.8,SUV,Large,0,north_west,January,2011-01-17
1306,Oregon,F,2746.080105,0.0,No,Basic,High School or Below,2011-02-19,Unemployed,0.0,Suburban,Married,74,5.0,75,1,Personal Auto,Personal L2,Offer2,Branch,355.2,Four-Door Car,Medsize,0,north_west,February,2011-02-19
1307,Oregon,F,5003.336664,1.0,No,Basic,Doctor,2011-01-19,Unemployed,0.0,Suburban,Married,66,12.0,20,4,Personal Auto,Personal L3,Offer2,Agent,445.19869,Four-Door Car,Small,A,north_west,January,2011-01-19
1308,California,F,4398.047053,0.0,No,Basic,High School or Below,2011-02-19,Unemployed,0.0,Suburban,Single,62,6.0,62,3,Personal Auto,Personal L2,Offer1,Agent,382.067564,Four-Door Car,Medsize,A,west_region,February,2011-02-19
1309,Oregon,M,8139.996817,0.0,No,Basic,Master,2011-01-01,Unemployed,0.0,Suburban,Divorced,108,10.0,42,6,Personal Auto,Personal L2,Offer2,Branch,518.4,Sports Car,Large,A,north_west,January,2011-01-01
1310,California,M,7486.088015,0.0,No,Basic,Bachelor,2011-01-26,Unemployed,0.0,Suburban,Single,113,33.0,18,4,Personal Auto,Personal L3,Offer4,Call Center,813.6,SUV,Medsize,0,west_region,January,2011-01-26
1311,California,F,4823.558028,0.0,No,Extended,College,2011-01-31,Employed,58946.0,Urban,Married,121,5.0,87,1,Personal Auto,Personal L3,Offer1,Agent,486.720776,SUV,Medsize,0,west_region,January,2011-01-31
1312,California,M,22062.54841,0.0,No,Extended,College,2011-02-25,Unemployed,0.0,Suburban,Single,225,26.0,53,2,Corporate Auto,Corporate L2,Offer1,Agent,1620.0,Luxury Car,Medsize,0,west_region,February,2011-02-25
1313,0,F,9233.19066,0.0,0,Basic,High School or Below,2011-02-03,Employed,42600.0,Suburban,Married,115,10.0,78,3,Personal Auto,Personal L2,Offer2,Branch,660.136987,Sports Car,Medsize,A,0,February,2011-02-03
1314,California,M,4929.549699,0.0,Yes,Basic,Bachelor,2011-01-26,Employed,25632.0,Suburban,Married,63,27.0,52,7,Personal Auto,Personal L2,Offer2,Call Center,351.270869,Two-Door Car,Medsize,0,west_region,January,2011-01-26
1315,Oregon,F,4031.539471,0.0,No,Premium,College,2011-02-23,Unemployed,0.0,Suburban,Single,117,2.0,41,1,Personal Auto,Personal L1,Offer2,Web,842.4,Four-Door Car,Medsize,0,north_west,February,2011-02-23
1316,Arizona,M,4786.889347,0.0,No,Basic,College,2011-01-02,Employed,45515.0,Urban,Married,61,14.0,33,9,Personal Auto,Personal L3,Offer2,Call Center,236.907007,Two-Door Car,Large,0,central,January,2011-01-02
1317,Oregon,F,5162.370678,0.0,No,Basic,High School or Below,2011-01-10,Unemployed,0.0,Suburban,Single,74,33.0,92,4,Personal Auto,Personal L1,Offer1,Agent,582.420512,Four-Door Car,Medsize,A,north_west,January,2011-01-10
1318,Washington,M,3288.6575,0.0,No,Extended,College,2011-02-10,Unemployed,0.0,Suburban,Single,97,27.0,17,1,Personal Auto,Personal L2,Offer2,Call Center,1026.315988,Four-Door Car,Medsize,0,east,February,2011-02-10
1319,California,F,32104.69957,1.0,No,Premium,High School or Below,2011-02-16,Employed,89546.0,Suburban,Married,266,4.0,18,2,Corporate Auto,Corporate L3,Offer3,Agent,2452.894264,Luxury SUV,Large,0,west_region,February,2011-02-16
1320,California,F,11747.65373,0.0,No,Basic,Bachelor,2011-01-10,Employed,58658.0,Suburban,Married,74,16.0,23,2,Personal Auto,Personal L3,Offer4,Call Center,355.2,Two-Door Car,Medsize,0,west_region,January,2011-01-10
1321,California,M,5780.182197,0.0,Yes,Basic,High School or Below,2011-02-26,Employed,51066.0,Suburban,Single,74,23.0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,0,0,A,west_region,February,2011-02-26
1322,California,M,5639.402141,0.0,No,Extended,College,2011-01-11,Disabled,24636.0,Suburban,Single,77,5.0,72,6,Personal Auto,Personal L3,Offer2,Agent,480.925301,Two-Door Car,Medsize,0,west_region,January,2011-01-11
1323,0,M,6511.467626,3.0,0,Extended,Master,2011-01-13,Employed,42602.0,Rural,Married,85,7.0,75,3,Personal Auto,Personal L3,Offer2,Agent,63.161647,Two-Door Car,Medsize,0,0,January,2011-01-13
1324,Arizona,F,13094.60875,0.0,No,Basic,Bachelor,2011-01-16,Employed,88249.0,Rural,Single,108,9.0,71,2,Personal Auto,Personal L3,Offer1,Agent,244.803741,SUV,Large,A,central,January,2011-01-16
1325,0,M,7806.137458,1.0,0,Basic,College,2011-02-27,Employed,23706.0,Suburban,Married,68,1.0,56,2,Corporate Auto,Corporate L3,Offer3,Web,326.4,Four-Door Car,Medsize,A,0,February,2011-02-27
1326,Oregon,F,5943.07303,0.0,No,Basic,High School or Below,2011-01-07,Employed,62120.0,Rural,Married,74,5.0,39,8,Corporate Auto,Corporate L3,Offer4,Agent,28.31732,Four-Door Car,Medsize,0,north_west,January,2011-01-07
1327,Washington,F,7602.663689,0.0,No,Basic,High School or Below,2011-02-24,Unemployed,0.0,Suburban,Single,105,2.0,84,5,Personal Auto,Personal L3,Offer2,Web,914.538629,SUV,Small,A,east,February,2011-02-24
1328,Nevada,M,2086.610957,0.0,No,Basic,High School or Below,2011-01-23,Unemployed,0.0,Suburban,Single,62,26.0,30,1,Personal Auto,Personal L3,Offer2,Web,446.4,Two-Door Car,Medsize,0,central,January,2011-01-23
1329,Arizona,M,7302.775082,0.0,No,Basic,Master,2011-01-18,Employed,30492.0,Urban,Married,61,32.0,68,2,Personal Auto,Personal L3,Offer1,Branch,171.38289,Four-Door Car,Medsize,0,central,January,2011-01-18
1330,California,M,3399.125502,1.0,No,Extended,High School or Below,2011-02-11,Employed,28928.0,Rural,Married,87,23.0,7,1,Personal Auto,Personal L3,Offer3,Agent,192.644347,Four-Door Car,Medsize,A,west_region,February,2011-02-11
1331,California,F,4849.697945,0.0,No,Basic,College,2011-01-27,Employed,36413.0,Rural,Married,61,21.0,76,3,Personal Auto,Personal L3,Offer1,Branch,153.013115,Four-Door Car,Medsize,0,west_region,January,2011-01-27
